,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neglog10pvalue,,
THAPSDRAFT_4761,20.41140084,-0.375943017,0.718553004,-0.523194551,0.600838873,0.97999877,0.221241977,,
THAPSDRAFT_4765,945.6327271,-0.039886078,0.721549657,-0.055278355,0.955916706,0.995550825,0.019579948,,
THAPSDRAFT_4767,95.0958906,-0.131111381,0.551288119,-0.237827329,0.812015021,0.994434124,0.090435937,,
THAPSDRAFT_4771,21.75980056,-0.226083692,0.708809769,-0.318962438,0.749754996,0.987162755,0.125080631,,
THAPSDRAFT_4772,21.47326562,0.998359311,0.746895023,1.336679561,0.181327256,0.899400879,0.741536909,,
THAPSDRAFT_4774,75.17328466,-0.693305174,0.599687553,-1.156110661,0.247635896,0.942935048,0.606186402,,
THAPSDRAFT_4775,36.92929747,1.254661538,0.716571787,1.750922322,0.079959291,0.826036412,1.097131065,,
THAPSDRAFT_4781,25.11394488,-0.072222572,0.690964708,-0.104524256,0.91675332,0.995550825,0.037747509,,
THAPSDRAFT_4782,31.55255356,0.133425568,0.665172237,0.200587999,0.841020743,0.994434124,0.075193293,,
THAPSDRAFT_4783,93.22498598,1.045769092,0.629457062,1.661382729,0.096636604,0.861393582,1.014858339,,
THAPSDRAFT_4793,21.72609057,-0.592686765,0.717603011,-0.825925694,0.408846244,0.969441629,0.388439987,,
THAPSDRAFT_4796,20.68108078,-0.344641525,0.716440183,-0.481047174,0.630482972,0.982569556,0.200326639,,
THAPSDRAFT_4800,36.03598265,-0.301430919,0.649397353,-0.46417023,0.642525789,0.982569556,0.192109437,,
THAPSDRAFT_4803,22.24859546,0.694580239,0.727438604,0.954830051,0.339663648,0.964400209,0.46895093,,
THAPSDRAFT_4804,27.13654446,1.288251382,0.744798484,1.729664345,0.083690263,0.826900481,1.07732507,,
THAPSDRAFT_4807,32.3615934,0.186451093,0.663323279,0.28108631,0.778644201,0.991234827,0.108660946,,
THAPSDRAFT_4808,134.7388425,0.092044242,0.538593407,0.170897454,0.864304398,0.995550825,0.063333277,,
THAPSDRAFT_4813,143.6045707,0.176162243,0.541045412,0.32559604,0.744730009,0.987162755,0.128001146,,
THAPSDRAFT_4814,23.49586521,-0.223239287,0.699653148,-0.319071368,0.749672395,0.987162755,0.125128481,,
THAPSDRAFT_4816,255.5723129,-0.33546352,0.594086377,-0.564671289,0.572297366,0.974668053,0.242378253,,
THAPSDRAFT_4818,151.762389,-0.065605566,0.538172536,-0.121904337,0.90297478,0.995550825,0.044324379,,
THAPSDRAFT_4819,168.8702106,1.49155785,0.677815283,2.200537357,0.027768793,0.729761595,1.556443004,,
THAPSDRAFT_4820,461.2369809,1.797648861,0.779540367,2.306036911,0.02110857,0.729761595,1.675541188,,
THAPSDRAFT_4821,55.65519865,0.319415771,0.606131028,0.526974789,0.598211096,0.97999877,0.223145536,,
THAPSDRAFT_4824,36.15396762,-0.410881313,0.652391725,-0.629807671,0.528820426,0.97365412,0.276691778,,
THAPSDRAFT_4825,15.65829181,0.328125853,0.751209511,0.436796723,0.662258776,0.982569556,0.178972278,,
THAPSDRAFT_4829,23.5127202,1.287163352,0.755969897,1.702664824,0.088630811,0.837692657,1.052415275,,
THAPSDRAFT_4830,53.17751415,0.63517242,0.630771727,1.006976681,0.313945981,0.960279894,0.503145073,,
THAPSDRAFT_4834,29.36140401,-0.303068978,0.674050067,-0.449623838,0.652981697,0.982569556,0.185098992,,
THAPSDRAFT_4842,69.99880072,0.434583927,0.591222382,0.735060004,0.462302951,0.97365412,0.335073334,,
THAPSDRAFT_4843,43.48589113,1.137892136,0.69249444,1.643178733,0.100345959,0.863533116,0.998500113,,
THAPSDRAFT_4844,19.619216,1.269523301,0.768367844,1.652233772,0.098486904,0.863533116,1.006621513,,
THAPSDRAFT_4845,14.88296196,0.709158487,0.766705442,0.924942551,0.354995791,0.968014203,0.449776796,,
THAPSDRAFT_4853,17.6303264,-0.103092362,0.732912207,-0.14066127,0.888137543,0.995550825,0.051519771,,
THAPSDRAFT_4858,41.09248162,-0.402556535,0.637414088,-0.631546341,0.527683359,0.97365412,0.277626601,,
THAPSDRAFT_4860,34.48532296,0.072950377,0.653136905,0.111692321,0.911067368,0.995550825,0.040449508,,
THAPSDRAFT_4862,261.5558366,0.188966101,0.592000734,0.319199099,0.74957554,0.987162755,0.125184594,,
THAPSDRAFT_4863,126.1259393,-0.330048584,0.546921182,-0.60346645,0.546198428,0.97365412,0.262649554,,
THAPSDRAFT_4864,53.21122414,0.801576924,0.644378085,1.243954354,0.213516363,0.927341072,0.670568837,,
THAPSDRAFT_4865,342.6789351,-0.649336673,0.661565967,-0.981514626,0.326339025,0.961077399,0.486330988,,
THAPSDRAFT_4866,1143.341837,-0.668287889,0.745823778,-0.896039935,0.370231435,0.968560082,0.43152671,,
THAPSDRAFT_4867,84.22441782,-0.30278416,0.564849824,-0.536043647,0.591928385,0.979854037,0.227730833,,
THAPSDRAFT_4871,45.77817066,0.443961331,0.633416651,0.70089937,0.483365818,0.97365412,0.315724065,,
THAPSDRAFT_4873,50.63240967,0.631661831,0.635298815,0.994275161,0.320088925,0.960279894,0.494729352,,
THAPSDRAFT_4875,57.8463482,0.551730454,0.616508399,0.894927716,0.37082573,0.968560082,0.43083014,,
THAPSDRAFT_4876,16.1976517,0.38434778,0.74912204,0.513064306,0.607906339,0.980313229,0.216163328,,
THAPSDRAFT_4878,33.89539809,-1.361843597,0.723875092,-1.881324018,0.059927856,0.784788564,1.222371262,,
THAPSDRAFT_4879,35.68202772,0.028995887,0.64837024,0.044721187,0.964329546,0.995550825,0.015774527,,
THAPSDRAFT_4882,384.5130366,1.851558183,0.773248931,2.39451761,0.016642244,0.729761595,1.778788108,,
THAPSDRAFT_4883,303.996718,1.501881532,0.726637426,2.066892619,0.038744273,0.729761595,1.411792479,,
THAPSDRAFT_4888,191.118806,1.832268822,0.720297459,2.543766884,0.010966425,0.729761595,1.959934945,,
THAPSDRAFT_4891,57.88005819,0.705691935,0.628550933,1.122728324,0.261552895,0.942935048,0.582440469,,
THAPSDRAFT_4894,40.63739671,0.937466341,0.681352076,1.375891222,0.168855313,0.899400879,0.772485269,,
THAPSDRAFT_4896,25.38362482,-0.048665228,0.689729714,-0.070556954,0.94375037,0.995550825,0.025142865,,
THAPSDRAFT_4898,99.86585463,0.132088504,0.549849622,0.240226598,0.810154595,0.994434124,0.0914321,,
THAPSDRAFT_4900,27.11968947,-0.055579247,0.681601431,-0.081542151,0.935010805,0.995550825,0.02918337,,
THAPSDRAFT_4903,56.09342856,-0.13825361,0.596530957,-0.231762674,0.81672235,0.994434124,0.08792556,,
THAPSDRAFT_4907,16.38305666,1.06079621,0.771991786,1.374102974,0.169409716,0.899400879,0.771061685,,
THAPSDRAFT_4908,56.78448342,-0.029173058,0.594799424,-0.049046883,0.960881934,0.995550825,0.017329972,,
THAPSDRAFT_4909,74.54964979,0.437418794,0.586110899,0.746307218,0.455481852,0.97365412,0.341528922,,
THAPSDRAFT_4914,144.7338555,1.59237394,0.685750468,2.322089469,0.020228119,0.729761595,1.694044508,,
THAPSDRAFT_4915,15.80998677,0.56790173,0.756826071,0.750372842,0.453030183,0.97365412,0.343872863,,
THAPSDRAFT_4916,36.60905253,-0.029431009,0.644772245,-0.045645589,0.963592732,0.995550825,0.016106484,,
THAPSDRAFT_4917,79.15106385,0.154711377,0.566946095,0.272885514,0.784941222,0.991234827,0.105162863,,
THAPSDRAFT_4919,63.711887,-0.680804625,0.611194769,-1.113891447,0.265325759,0.942935048,0.576220584,,
THAPSDRAFT_4920,277.2478384,0.232068476,0.602927807,0.384902592,0.700309585,0.982569556,0.154709929,,
THAPSDRAFT_4921,49.43570492,-0.743876755,0.638390021,-1.165238695,0.243922386,0.942935048,0.61274834,,
THAPSDRAFT_4922,95.41613554,-0.36363015,0.559649817,-0.649745857,0.515856397,0.97365412,0.287471179,,
THAPSDRAFT_4923,30.91206369,-0.719197192,0.684802182,-1.050226197,0.293614128,0.949002583,0.532223051,,
THAPSDRAFT_4936,20.93390573,0.964895837,0.747371139,1.291053114,0.19668526,0.915270943,0.706228185,,
THAPSDRAFT_4937,135.2950574,-0.138214742,0.538559717,-0.256637727,0.797458448,0.992311796,0.098291937,,
THAPSDRAFT_4938,126.4124742,0.591287049,0.57043954,1.036546395,0.299947307,0.952635668,0.522955033,,
THAPSDRAFT_4940,40.23287679,0.074473835,0.634507325,0.117372696,0.90656472,0.995550825,0.042601186,,
THAPSDRAFT_4946,448.2754886,-0.67422893,0.698276102,-0.965562087,0.334263354,0.962512736,0.475911233,,
THAPSDRAFT_4947,127.8788589,-0.581019415,0.565368437,-1.027682794,0.304099064,0.955553902,0.516984917,,
THAPSDRAFT_4948,68.80209596,0.464673925,0.59473186,0.781316684,0.43461626,0.97365412,0.36189403,,
THAPSDRAFT_4955,7.365633497,0.349354672,0.792972205,0.440563578,0.659528976,0.982569556,0.180766119,,
THAPSDRAFT_4957,193.5796355,0.318049427,0.560647387,0.567289591,0.570517448,0.974668053,0.243731069,,
THAPSDRAFT_4958,13.92222716,0.371608786,0.763415226,0.486771514,0.626420259,0.982268126,0.203134205,,
THAPSDRAFT_4959,63.89729196,0.66172798,0.616208259,1.073870677,0.282880647,0.942935048,0.548396763,,
THAPSDRAFT_4960,165.1789663,0.030591192,0.540660746,0.056581123,0.954878872,0.995550825,0.020051716,,
THAPSDRAFT_4961,104.6695286,0.459743491,0.565143504,0.813498675,0.415932206,0.969752579,0.380977451,,
THAPSDRAFT_4969,2.427119505,0.567041291,0.614695402,0.922475243,0.356280738,0.968014203,0.448207657,,
THAPSDRAFT_4971,98.09607999,0.042680467,0.549025002,0.077738658,0.938035943,0.995550825,0.02778052,,
THAPSDRAFT_4972,97.11849019,-0.456237548,0.564442904,-0.808297074,0.418919587,0.971878248,0.377869334,,
THAPSDRAFT_4973,69.5942808,-0.09503223,0.575287536,-0.165190838,0.868793777,0.995550825,0.061083299,,
THAPSDRAFT_4976,66.61094641,0.264903413,0.586202324,0.451897583,0.651342766,0.982569556,0.186190406,,
THAPSDRAFT_4978,69.71226578,-0.155630385,0.575892887,-0.270241895,0.786974163,0.991234827,0.104039525,,
THAPSDRAFT_4980,47.12657039,0.499557726,0.633602586,0.788440163,0.430439286,0.97365412,0.366088098,,
THAPSDRAFT_4981,33.86168809,0.401675278,0.665696899,0.60339064,0.546248847,0.97365412,0.262609467,,
THAPSDRAFT_4985,147.262105,0.265182653,0.545316062,0.48629166,0.626760392,0.982268126,0.202898457,,
THAPSDRAFT_4991,24.10264508,0.489182635,0.70921648,0.689750801,0.490350913,0.97365412,0.309493012,,
THAPSDRAFT_4997,73.521495,0.101956966,0.571812968,0.178304746,0.858483651,0.995091298,0.066267971,,
THAPSDRAFT_5001,486.9408507,-0.787435784,0.713722363,-1.103280245,0.269905483,0.942935048,0.568788293,,
THAPSDRAFT_5004,51.84596942,-0.003090184,0.604575389,-0.00511133,0.995921767,0.999999877,0.001774776,,
THAPSDRAFT_5007,85.26942761,0.480754819,0.578925923,0.830425447,0.406298283,0.969441629,0.391155013,,
THAPSDRAFT_5008,11.68051262,0.907543891,0.787423615,1.15254848,0.24909576,0.942935048,0.603633665,,
THAPSDRAFT_5009,58.55425805,0.120253338,0.593696695,0.202550122,0.839486679,0.994434124,0.075986191,,
THAPSDRAFT_5010,69.44258583,-0.16566584,0.576420324,-0.287404578,0.773802556,0.99086597,0.11136984,,
THAPSDRAFT_5013,34.28306301,-1.454663526,0.730676426,-1.990845022,0.046497928,0.743069576,1.3325664,,
THAPSDRAFT_5017,36.52477755,0.311683181,0.652839584,0.477426903,0.633058161,0.982569556,0.198556388,,
THAPSDRAFT_5018,31.82223351,0.151360641,0.664520484,0.227774229,0.819821762,0.994434124,0.086280558,,
THAPSDRAFT_5021,81.98270328,0.677312228,0.598268732,1.132120387,0.257583825,0.942935048,0.589081412,,
THAPSDRAFT_5026,333.6109469,-0.451232188,0.643462721,-0.701256146,0.483143176,0.97365412,0.31592415,,
THAPSDRAFT_5028,58.87450299,-0.246107619,0.593780028,-0.41447608,0.678525481,0.982569556,0.168433838,,
THAPSDRAFT_5034,30.22100883,1.267883729,0.734520515,1.726137942,0.084322599,0.828188463,1.074056014,,
THAPSDRAFT_5035,65.53222663,1.332453866,0.681102454,1.956319285,0.050427554,0.755922228,1.297332099,,
THAPSDRAFT_5036,135.7501423,-0.573238884,0.564347871,-1.015754489,0.309746313,0.957427235,0.508993854,,
THAPSDRAFT_5038,56.68335344,-0.505304938,0.608965168,-0.82977642,0.406665205,0.969441629,0.390762985,,
THAPSDRAFT_5039,12.99520235,0.516963933,0.772379501,0.669313378,0.503295595,0.97365412,0.298176871,,
THAPSDRAFT_5043,25.45104481,0.581227833,0.707347377,0.821700697,0.411247263,0.969441629,0.38589698,,
THAPSDRAFT_5045,42.45773634,0.596305052,0.651052642,0.91590912,0.359714563,0.968014203,0.444041979,,
THAPSDRAFT_5046,34.63701793,0.20341931,0.655509595,0.310322399,0.7563158,0.98795708,0.121296827,,
THAPSDRAFT_5047,11.73107761,-0.47406951,0.775427622,-0.61136526,0.540957796,0.97365412,0.266836616,,
THAPSDRAFT_5051,31.24916363,-0.151892598,0.664317519,-0.228644577,0.819145174,0.994434124,0.086639123,,
THAPSDRAFT_5053,174.6683294,-0.812599561,0.595703702,-1.364100236,0.17253602,0.899400879,0.763120223,,
THAPSDRAFT_5063,12.18616251,0.422749093,0.775315788,0.545260524,0.58557435,0.97825362,0.232417955,,
THAPSDRAFT_5066,113.4004169,0.210537129,0.546511983,0.385237901,0.700061166,0.982569556,0.154864013,,
THAPSDRAFT_5074,20.54624081,1.128224687,0.757671416,1.489068564,0.136469315,0.88773027,0.864964989,,
THAPSDRAFT_5075,116.1646363,0.423587064,0.558258892,0.758764562,0.447993408,0.97365412,0.348728376,,
THAPSDRAFT_5078,91.62376131,0.669526227,0.590428005,1.133967599,0.256808139,0.942935048,0.590391216,,
THAPSDRAFT_5079,68.78524097,-0.12473075,0.576645699,-0.216303964,0.82875082,0.994434124,0.081576029,,
THAPSDRAFT_508,805.6856906,-1.446465965,0.777436732,-1.860557788,0.062806651,0.789511602,1.201994366,,
THAPSDRAFT_5080,55.11583876,-0.994911186,0.651250132,-1.527694409,0.126588429,0.880003205,0.89760599,,
THAPSDRAFT_5083,65.2119817,0.561041119,0.606350915,0.92527463,0.354823072,0.968014203,0.449988149,,
THAPSDRAFT_5087,22.21488547,0.345452198,0.713116965,0.484425719,0.62808377,0.982268126,0.201982429,,
THAPSDRAFT_5089,7.483618473,0.013141124,0.793039001,0.01657059,0.986779187,0.998152064,0.005780019,,
THAPSDRAFT_5090,87.22460721,-0.102690884,0.556731504,-0.184453158,0.853657971,0.995091298,0.0687161,,
THAPSDRAFT_5093,114.4117167,-0.578173895,0.567237473,-1.019280147,0.308069986,0.955754899,0.511350611,,
THAPSDRAFT_5094,50.07619478,-0.174809609,0.609066067,-0.287012557,0.774102705,0.99086597,0.111201415,,
THAPSDRAFT_5098,78.51057398,0.712725148,0.604596773,1.178843783,0.238460386,0.942935048,0.622583757,,
THAPSDRAFT_5099,10.09614294,1.340785858,0.791833651,1.693267086,0.09040464,0.84496037,1.043809278,,
THAPSDRAFT_5101,69.1223409,0.148861578,0.57853993,0.257305625,0.796942851,0.992311796,0.098572821,,
THAPSDRAFT_5104,70.62243559,-1.87007826,0.727335572,-2.571135432,0.010136568,0.729761595,1.994109071,,
THAPSDRAFT_5105,85.45483257,-0.209469639,0.560384641,-0.373796182,0.70855596,0.982569556,0.149625844,,
THAPSDRAFT_5106,73.0158451,-0.785285177,0.610250504,-1.286824299,0.198155536,0.915270943,0.702993791,,
THAPSDRAFT_5108,62.54889224,-0.521602485,0.601025996,-0.867853451,0.385474565,0.969441629,0.414004273,,
THAPSDRAFT_511,120.6986304,0.080629279,0.540347265,0.14921752,0.881381995,0.995550825,0.054835825,,
THAPSDRAFT_5110,35.02468285,0.106847045,0.651831464,0.163918208,0.869795533,0.995550825,0.060582827,,
THAPSDRAFT_5114,15.05151193,-0.692362606,0.758832729,-0.912404775,0.361555677,0.968014203,0.441824815,,
THAPSDRAFT_5116,24.75998995,0.376088997,0.701616356,0.536032255,0.591936259,0.979854037,0.227725057,,
THAPSDRAFT_5117,37.45180236,0.248674059,0.647525561,0.38403744,0.700950698,0.982569556,0.154312527,,
THAPSDRAFT_5119,34.95726287,-0.380060622,0.655234138,-0.580037883,0.561889071,0.974668053,0.250349415,,
THAPSDRAFT_5120,48.27271015,-0.542701353,0.62693072,-0.865648047,0.386683199,0.969441629,0.412644698,,
THAPSDRAFT_5121,29.12543406,-0.040868633,0.672856205,-0.060739029,0.951567048,0.995550825,0.021560606,,
THAPSDRAFT_5125,7.365633497,0.349354672,0.792972205,0.440563578,0.659528976,0.982569556,0.180766119,,
THAPSDRAFT_5128,9.826462995,1.316233705,0.791535633,1.66288623,0.096335211,0.860156667,1.016214946,,
THAPSDRAFT_5130,429.1787774,-2.037836769,0.787552895,-2.58755543,0.009665964,0.729761595,2.014754815,,
THAPSDRAFT_5132,19.40010104,0.283749334,0.726923052,0.390343013,0.696282921,0.982569556,0.157214257,,
THAPSDRAFT_5133,33.28861821,0.119548096,0.658305762,0.18159965,0.855896923,0.995091298,0.067578535,,
THAPSDRAFT_5134,111.9508872,-0.066906122,0.542007904,-0.123441229,0.901757711,0.995550825,0.044910135,,
THAPSDRAFT_5135,101.5007893,0.576863545,0.57636945,1.000857255,0.316895824,0.960279894,0.499083483,,
THAPSDRAFT_5136,75.0047347,-0.336062022,0.575323587,-0.584126968,0.559134892,0.974668053,0.252483405,,
THAPSDRAFT_5137,81.96584828,0.178515863,0.564914297,0.316005213,0.751998551,0.987214837,0.123782996,,
THAPSDRAFT_5141,93.57894091,0.121382975,0.553554127,0.219279324,0.826432467,0.994434124,0.082792629,,
THAPSDRAFT_5144,8.022978363,0.113568377,0.792392667,0.143323357,0.88603481,0.995550825,0.052549215,,
THAPSDRAFT_5147,89.2134968,-0.559853585,0.577063002,-0.970177577,0.331957985,0.962512736,0.47891688,,
THAPSDRAFT_5153,240.9758858,0.055667716,0.576475884,0.096565559,0.923071409,0.995550825,0.034764701,,
THAPSDRAFT_5154,26.24322965,1.748652417,0.775441664,2.255040577,0.024130782,0.729761595,1.617428605,,
THAPSDRAFT_5155,13.60198223,1.605302894,0.793084831,2.024125077,0.042957284,0.729761595,1.366963185,,
THAPSDRAFT_516,303.4067931,0.182060816,0.615951236,0.295576672,0.767553391,0.99086597,0.114891405,,
THAPSDRAFT_5161,14.54586203,-0.28034967,0.754397657,-0.371620547,0.710175389,0.982569556,0.148634382,,
THAPSDRAFT_5167,24.38918002,-0.632559407,0.706444289,-0.895413009,0.370566349,0.968560082,0.431134021,,
THAPSDRAFT_5168,27.65904936,-0.011994862,0.679395933,-0.017655187,0.985913931,0.998152064,0.006160997,,
THAPSDRAFT_517,166.2239761,-0.00962586,0.540682982,-0.01780315,0.985795892,0.998152064,0.006212996,,
THAPSDRAFT_5171,118.8277258,-0.230535758,0.543635152,-0.424063376,0.671519594,0.982569556,0.172941311,,
THAPSDRAFT_5172,31.21545363,-0.421474862,0.669980768,-0.629085016,0.5292934,0.97365412,0.276303522,,
THAPSDRAFT_5174,888.8988087,1.77506022,0.79107538,2.243857242,0.024841588,0.729761595,1.604820646,,
THAPSDRAFT_5175,25.16450987,-0.875176267,0.71542539,-1.223294951,0.221218313,0.929775347,0.655178923,,
THAPSDRAFT_5178,32.15933344,0.686385073,0.687258661,0.99872888,0.317926047,0.960279894,0.49767389,,
THAPSDRAFT_518,32.3615934,0.186451093,0.663323279,0.28108631,0.778644201,0.991234827,0.108660946,,
THAPSDRAFT_5180,56.14399355,0.730540887,0.633389742,1.153382884,0.248753264,0.942935048,0.604231213,,
THAPSDRAFT_5182,117.3613411,-0.225104761,0.543780017,-0.413962914,0.678901267,0.982569556,0.168193381,,
THAPSDRAFT_5185,199.0743644,0.146934263,0.55522797,0.264637719,0.79128856,0.992062226,0.101665113,,
THAPSDRAFT_5186,217.8845406,0.261576946,0.569612784,0.459218882,0.646076992,0.982569556,0.189715725,,
THAPSDRAFT_5188,40.55312173,1.257838487,0.709015619,1.774063157,0.076052704,0.817012841,1.11888534,,
THAPSDRAFT_5191,35.83372269,0.156002353,0.650125565,0.239957265,0.810363386,0.994434124,0.091320189,,
THAPSDRAFT_5192,23.79925514,0.138363063,0.699683763,0.197750855,0.843239998,0.994434124,0.074048801,,
THAPSDRAFT_5193,40.28344178,-0.456530377,0.641882661,-0.711236501,0.476937693,0.97365412,0.321538353,,
THAPSDRAFT_5197,22.66997038,0.894889244,0.736121121,1.215682064,0.224106059,0.93168784,0.649546401,,
THAPSDRAFT_5198,29.15914405,0.241537198,0.677589942,0.356465147,0.721492249,0.982569556,0.14176833,,
THAPSDRAFT_5201,97.91067503,-0.856528167,0.600694492,-1.425896489,0.153898223,0.899400879,0.812766395,,
THAPSDRAFT_5204,21.13616569,0.254105871,0.716282099,0.354756697,0.722771872,0.982569556,0.140998757,,
THAPSDRAFT_5205,29.31083902,0.390515081,0.682287947,0.572361102,0.567077363,0.974668053,0.246357689,,
THAPSDRAFT_5209,28.67034915,-0.507026525,0.68302028,-0.742330117,0.457887349,0.97365412,0.339241356,,
THAPSDRAFT_5210,11.73107761,-0.47406951,0.775427622,-0.61136526,0.540957796,0.97365412,0.266836616,,
THAPSDRAFT_5212,47.78391525,0.434822353,0.628258386,0.692107518,0.488869811,0.97365412,0.310806781,,
THAPSDRAFT_5216,55.58777866,-0.001450519,0.597159285,-0.002429032,0.998061915,0.999999877,0.000842516,,
THAPSDRAFT_5217,50.07619478,-0.174809609,0.609066067,-0.287012557,0.774102705,0.99086597,0.111201415,,
THAPSDRAFT_5219,111.7823372,1.516531101,0.678185592,2.236159422,0.02534133,0.729761595,1.596170592,,
THAPSDRAFT_5220,7.871283394,-0.269429557,0.792593647,-0.339934036,0.733906205,0.987162755,0.134359441,,
THAPSDRAFT_5221,87.41001217,0.060014799,0.556977452,0.10775086,0.914193324,0.995550825,0.038961955,,
THAPSDRAFT_5223,10.60179284,0.793245109,0.789390106,1.004883521,0.31495294,0.960279894,0.501754333,,
THAPSDRAFT_5224,28.68720415,0.773331742,0.705056111,1.096837158,0.272712583,0.942935048,0.564294822,,
THAPSDRAFT_5225,143.2674708,0.041233306,0.53765994,0.076690307,0.938869916,0.995550825,0.027394577,,
THAPSDRAFT_5232,34.24935301,0.301672668,0.660133316,0.456987491,0.647680037,0.982569556,0.188639489,,
THAPSDRAFT_5233,142.357301,0.350759404,0.550151362,0.637568909,0.52375434,0.97365412,0.280872365,,
THAPSDRAFT_5236,40.58683172,-0.223346992,0.633680958,-0.352459686,0.724493547,0.982569556,0.139965478,,
THAPSDRAFT_5237,31.60311855,-0.522112023,0.672386966,-0.77650527,0.43745071,0.97365412,0.359070874,,
THAPSDRAFT_5241,39.6935169,0.044052798,0.635668366,0.069301542,0.944749598,0.995550825,0.024683284,,
THAPSDRAFT_5246,175.0391393,-0.226904078,0.547469511,-0.414459752,0.678537437,0.982569556,0.168426186,,
THAPSDRAFT_5250,15.47288684,-0.385556335,0.749343295,-0.514525636,0.606884542,0.980313229,0.216893924,,
THAPSDRAFT_5256,93.10700101,-0.483150194,0.568675589,-0.849606002,0.395544174,0.969441629,0.402805008,,
THAPSDRAFT_5259,185.0172973,-1.71250906,0.704549619,-2.430643654,0.01507203,0.729761595,1.821828253,,
THAPSDRAFT_5262,80.71857853,-0.422197959,0.574155627,-0.735337143,0.462134192,0.97365412,0.335231898,,
THAPSDRAFT_5263,34.53588795,-0.53498236,0.662823824,-0.807126027,0.419593878,0.971878248,0.377170857,,
THAPSDRAFT_5265,41.12619161,-0.190255532,0.631595697,-0.301229937,0.763239163,0.990493813,0.117339354,,
THAPSDRAFT_5266,188.3208766,0.062947317,0.548511095,0.114760335,0.90863509,0.995550825,0.041610496,,
THAPSDRAFT_5270,35.95170767,0.045871739,0.64765624,0.070827294,0.943535209,0.995550825,0.025241889,,
THAPSDRAFT_5272,23.96780511,-0.851259643,0.719005432,-1.183940489,0.236436621,0.942302876,0.626285256,,
THAPSDRAFT_5273,507.6893514,-0.35703294,0.692867267,-0.515297744,0.606344975,0.980313229,0.217280217,,
THAPSDRAFT_5276,65.41424166,0.293630495,0.589193193,0.498360297,0.618230115,0.982267476,0.208849843,,
THAPSDRAFT_5283,39.92948685,-0.157126315,0.63466342,-0.247574241,0.804463843,0.993253164,0.094493471,,
THAPSDRAFT_5284,33.87854309,-0.463193805,0.661923335,-0.699769567,0.484071223,0.97365412,0.315090734,,
THAPSDRAFT_5285,38.04172724,-0.278312383,0.642431066,-0.433217504,0.664856764,0.982569556,0.177271909,,
THAPSDRAFT_5286,24.22063006,0.335699742,0.702776818,0.477676175,0.632880704,0.982569556,0.198678145,,
THAPSDRAFT_5287,35.8000127,-0.08148994,0.647383189,-0.125875898,0.899830161,0.995550825,0.045839454,,
THAPSDRAFT_5288,33.08635825,0.607483342,0.679274102,0.894312532,0.371154697,0.968560082,0.430445039,,
THAPSDRAFT_5289,19.40010104,0.283749334,0.726923052,0.390343013,0.696282921,0.982569556,0.157214257,,
THAPSDRAFT_5291,312.2725213,-0.230812973,0.621858693,-0.371166272,0.710513693,0.982569556,0.148427548,,
THAPSDRAFT_5294,522.5386034,-2.033652079,0.791811702,-2.568353151,0.0102183,0.729761595,1.990621366,,
THAPSDRAFT_5295,150.6331043,-0.423399224,0.553101806,-0.765499622,0.443974091,0.97365412,0.352642373,,
THAPSDRAFT_5296,22.5351304,-0.497819225,0.710314444,-0.70084345,0.483400719,0.97365412,0.315692708,,
THAPSDRAFT_5297,188.8433815,-0.92749535,0.61373278,-1.511236452,0.130728218,0.884486644,0.883630658,,
THAPSDRAFT_5298,960.701094,-0.392234424,0.728979386,-0.538059692,0.590535839,0.979854037,0.22875374,,
THAPSDRAFT_5301,18.16968629,-0.041000691,0.729607203,-0.056195567,0.955186013,0.995550825,0.019912046,,
THAPSDRAFT_5304,23.71498016,0.625758255,0.717276773,0.872408362,0.38298564,0.969441629,0.416817509,,
THAPSDRAFT_5308,75.34183463,-0.082223661,0.568192532,-0.144710915,0.884939121,0.995550825,0.053086606,,
THAPSDRAFT_5309,57.79578321,-0.295265284,0.597117757,-0.49448418,0.620964276,0.982268126,0.206933384,,
THAPSDRAFT_5313,42.20491139,-0.126377457,0.627873256,-0.201278612,0.840480726,0.994434124,0.075472241,,
THAPSDRAFT_5314,73.20125007,1.400444597,0.681809904,2.054010345,0.03997469,0.729761595,1.39821489,,
THAPSDRAFT_5315,7.753298418,0.06436982,0.792795565,0.081193466,0.935288096,0.995550825,0.029054593,,
THAPSDRAFT_5317,10.98945776,0.551654635,0.784131489,0.703523124,0.481729801,0.97365412,0.317196486,,
THAPSDRAFT_5318,95.39928054,-0.02630865,0.550245706,-0.047812549,0.961865635,0.995550825,0.016885591,,
THAPSDRAFT_5319,103.5402439,-0.051483441,0.545546658,-0.094370372,0.924814951,0.995550825,0.033945158,,
THAPSDRAFT_5322,115.8443914,0.616282298,0.57478331,1.072199361,0.283630497,0.942935048,0.547247074,,
THAPSDRAFT_5323,28.88946411,0.222965418,0.678184953,0.328767863,0.742331155,0.987162755,0.129402312,,
THAPSDRAFT_5325,109.0181178,0.625003725,0.577671063,1.081937049,0.279280501,0.942935048,0.553959386,,
THAPSDRAFT_5328,10.18041792,0.447820893,0.786585341,0.569322704,0.569137162,0.974668053,0.244783056,,
THAPSDRAFT_5330,26.66460456,-0.55174996,0.693114514,-0.796044447,0.426006202,0.97365412,0.370584078,,
THAPSDRAFT_5332,55.75632863,-0.472996255,0.60867005,-0.777097961,0.437100977,0.97365412,0.359418223,,
