,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neglog10pvalue,,
THAPSDRAFT_23655,153.7681336,-0.544166096,0.563319316,-0.965999356,0.334044503,0.962512736,0.47619567,,
THAPSDRAFT_23656,54.77873883,-0.036761866,0.598528241,-0.061420437,0.951024377,0.995550825,0.021808351,,
THAPSDRAFT_23657,703.2915865,-1.771545814,0.788328559,-2.247217602,0.024626124,0.729761595,1.608603942,,
THAPSDRAFT_23658,315.1715807,-1.60705913,0.738711687,-2.175488974,0.029593493,0.729761595,1.528803764,,
THAPSDRAFT_23660,134.3006126,-0.261455099,0.54276228,-0.481711992,0.630010556,0.982569556,0.200652174,,
THAPSDRAFT_23662,1245.668521,0.074092948,0.731236572,0.101325551,0.919292034,0.995550825,0.036546503,,
THAPSDRAFT_23665,165.2463863,-1.202649923,0.639861444,-1.879547416,0.060169786,0.787082233,1.220621537,,
THAPSDRAFT_23666,114.2431667,0.30814113,0.551172366,0.559064911,0.576117421,0.975713582,0.239488992,,
THAPSDRAFT_23667,357.1910871,0.293047852,0.646766391,0.453096907,0.650478962,0.982569556,0.186766745,,
THAPSDRAFT_23668,412.8462858,0.924333467,0.708786798,1.304106496,0.192197274,0.91195091,0.716252776,,
THAPSDRAFT_23669,91.85973126,-1.025808917,0.622455635,-1.648003263,0.099352002,0.863533116,1.002823379,,
THAPSDRAFT_23671,181.444038,-1.46592675,0.675791022,-2.169201279,0.030067406,0.729761595,1.521904037,,
THAPSDRAFT_23672,332.8861821,-0.700894607,0.661388155,-1.059732627,0.289266255,0.945811133,0.538702227,,
THAPSDRAFT_23674,234.2675972,-1.208485332,0.66638035,-1.813506854,0.069753683,0.808193359,1.15643286,,
THAPSDRAFT_23675,130.2385584,0.470377107,0.559344633,0.840943275,0.400379713,0.969441629,0.397527936,,
THAPSDRAFT_23677,89.51688674,0.372156485,0.56801452,0.655188331,0.512346507,0.97365412,0.290436221,,
THAPSDRAFT_23679,289.7373909,-1.177327531,0.688082477,-1.711026759,0.087076173,0.836879588,1.060100666,,
THAPSDRAFT_23682,16.97298154,0.033282951,0.737827865,0.045109371,0.964020132,0.995550825,0.015913897,,
THAPSDRAFT_23684,1561.413171,0.728120996,0.756631046,0.962319746,0.335889013,0.962512736,0.473804202,,
THAPSDRAFT_23685,514.49877,0.825344882,0.720958004,1.144789125,0.252296521,0.942935048,0.598088737,,
THAPSDRAFT_23686,136.5086172,-0.929717271,0.602398578,-1.543359005,0.122743695,0.873799354,0.911000809,,
THAPSDRAFT_23688,116.9399661,-0.274518736,0.545932142,-0.502844062,0.615073912,0.980678643,0.211072693,,
THAPSDRAFT_23689,230.576353,-0.071526313,0.570188377,-0.125443303,0.900172608,0.995550825,0.045674207,,
THAPSDRAFT_2369,16.6695916,-0.443942103,0.742534083,-0.597874378,0.549923757,0.97365412,0.259697518,,
THAPSDRAFT_23691,355.5898625,-0.372948272,0.649129365,-0.574536129,0.565605059,0.974668053,0.247486714,,
THAPSDRAFT_23692,178.0898937,-0.671310331,0.581593344,-1.154260684,0.24839331,0.942935048,0.604860105,,
THAPSDRAFT_23694,495.4189139,-1.002865628,0.730499874,-1.372848461,0.169799462,0.899400879,0.770063691,,
THAPSDRAFT_23697,699.0609824,-0.509280956,0.720144082,-0.707193142,0.47944646,0.97365412,0.319259884,,
THAPSDRAFT_23698,40.89022166,0.005725483,0.631712419,0.009063433,0.992768526,0.999743663,0.003152,,
THAPSDRAFT_23700,1630.501802,-1.27768953,0.781441522,-1.635041771,0.102040291,0.863533116,0.99122831,,
THAPSDRAFT_23701,322.1832593,-1.278372453,0.710874531,-1.798309542,0.072127968,0.813159331,1.1418963,,
THAPSDRAFT_23702,208.2603375,-0.25646487,0.562925687,-0.455592764,0.648682848,0.982569556,0.187967585,,
THAPSDRAFT_23704,48.71094006,0.382788324,0.623346619,0.614085827,0.539158614,0.97365412,0.268283452,,
THAPSDRAFT_23705,132.9185029,-0.917739529,0.600893869,-1.527290552,0.126688778,0.880003205,0.897261854,,
THAPSDRAFT_23706,37.53607734,-0.085425175,0.641644153,-0.133134814,0.894086763,0.995550825,0.048620335,,
THAPSDRAFT_23707,175.6796292,0.361045149,0.556802741,0.648425596,0.51670972,0.97365412,0.286753369,,
THAPSDRAFT_2371,26.83315453,0.967757585,0.724316946,1.336096843,0.181517622,0.899400879,0.741081207,,
THAPSDRAFT_23714,53.09323917,-0.447485073,0.612100918,-0.731064208,0.464739935,0.97365412,0.332790007,,
THAPSDRAFT_23716,149.3689795,-0.541001968,0.562396258,-0.961958691,0.336070355,0.962512736,0.473569796,,
THAPSDRAFT_23718,167.4881008,-1.716049155,0.700777047,-2.448780483,0.014334078,0.729761595,1.843630243,,
THAPSDRAFT_23719,148.5599397,-0.55755638,0.563765256,-0.98898677,0.322669615,0.961003642,0.49124193,,
THAPSDRAFT_23720,78.443154,-0.446952487,0.577801351,-0.773540051,0.439202835,0.97365412,0.357334865,,
THAPSDRAFT_23724,82.42093319,0.356695842,0.573000167,0.622505652,0.533609429,0.97365412,0.272776505,,
THAPSDRAFT_23725,70.0999307,-0.205897796,0.576456899,-0.357178128,0.720958459,0.982569556,0.142089758,,
THAPSDRAFT_23726,328.8241279,-0.648497122,0.655320336,-0.989587972,0.322375551,0.960687294,0.491637902,,
THAPSDRAFT_23728,230.0032831,0.198097828,0.573624653,0.345343993,0.729835777,0.986260485,0.136774851,,
THAPSDRAFT_23729,398.0307438,-0.024306546,0.656956743,-0.0369987,0.970486042,0.996496528,0.013010706,,
THAPSDRAFT_23731,65.11085172,0.146047948,0.583993568,0.250084858,0.802521726,0.993005544,0.095543202,,
THAPSDRAFT_23734,125.4011744,-0.457184679,0.555331935,-0.823263799,0.410357995,0.969441629,0.386837101,,
THAPSDRAFT_23735,183.4329276,0.748539496,0.594419054,1.259279108,0.207929537,0.923409608,0.682083814,,
THAPSDRAFT_23737,233.0708925,-1.536447209,0.702275718,-2.187811952,0.028683303,0.729761595,1.542370841,,
THAPSDRAFT_23738,342.4092551,-1.0497653,0.69660844,-1.506966095,0.131819348,0.884486644,0.88002084,,
THAPSDRAFT_23740,51.07063958,0.132981731,0.608399995,0.218576154,0.82698023,0.994434124,0.082504873,,
THAPSDRAFT_23747,142.4247209,-0.038525203,0.5372699,-0.071705493,0.942836285,0.995550825,0.025563712,,
THAPSDRAFT_23748,241.8860557,0.176353515,0.579811481,0.304156646,0.761008552,0.990012108,0.118610462,,
THAPSDRAFT_2375,62.31292229,0.759107675,0.626799712,1.211084913,0.225862863,0.934496937,0.646155171,,
THAPSDRAFT_23750,116.0972163,-0.374356801,0.551470828,-0.67883337,0.497243448,0.97365412,0.303430931,,
THAPSDRAFT_23751,295.7209147,-1.176058491,0.690492713,-1.703216368,0.088527585,0.837692657,1.052921384,,
THAPSDRAFT_23753,130.1037185,0.184330414,0.54178719,0.340226602,0.733685886,0.987162755,0.134489835,,
THAPSDRAFT_23754,95.24758557,-0.852355079,0.60142972,-1.417214764,0.156420147,0.899400879,0.805707312,,
THAPSDRAFT_23755,205.3612781,0.505848386,0.579859807,0.87236325,0.383010242,0.969441629,0.416789612,,
THAPSDRAFT_23757,67.79079617,-0.362080383,0.585079608,-0.61885661,0.536010825,0.97365412,0.270826439,,
THAPSDRAFT_2376,28.56921917,0.909456883,0.714275422,1.273257983,0.202926511,0.91942319,0.692661211,,
THAPSDRAFT_23762,212.1032767,-0.464583062,0.577805654,-0.804047276,0.421369672,0.973605781,0.375336726,,
THAPSDRAFT_23766,87.98308205,0.179738754,0.559608409,0.321186656,0.748068944,0.987162755,0.126058375,,
THAPSDRAFT_23769,264.3874761,-0.192320658,0.593095609,-0.324265861,0.745736764,0.987162755,0.127414446,,
THAPSDRAFT_2377,21.37213564,-0.085555054,0.710355448,-0.12043978,0.904134781,0.995550825,0.043766824,,
THAPSDRAFT_23770,131.2498582,0.345419879,0.550095545,0.627927061,0.530051723,0.97365412,0.27568175,,
THAPSDRAFT_23771,135.5478823,0.651266722,0.575641681,1.1313752,0.257897205,0.942935048,0.588553364,,
THAPSDRAFT_23773,938.6547585,-0.562086353,0.734855419,-0.764893799,0.444334787,0.97365412,0.352289684,,
THAPSDRAFT_23775,43.75557107,-0.436846386,0.631863569,-0.691361882,0.489338152,0.97365412,0.310390922,,
THAPSDRAFT_23776,34.43475798,0.675211865,0.679044729,0.994355506,0.320049822,0.960279894,0.494782411,,
THAPSDRAFT_23777,99.44447971,-1.425358117,0.66669889,-2.13793384,0.032522113,0.729761595,1.487821242,,
THAPSDRAFT_23778,143.1326308,1.337805916,0.655706007,2.040252647,0.041325169,0.729761595,1.383785367,,
THAPSDRAFT_23779,905.6358203,0.014525441,0.719793645,0.020180007,0.983899777,0.998152064,0.007049138,,
THAPSDRAFT_2378,36.42364757,-0.391178922,0.650829963,-0.60104627,0.547809168,0.97365412,0.261370703,,
THAPSDRAFT_23780,88.37074697,0.13805194,0.557950929,0.247426669,0.804578037,0.993270844,0.094431827,,
THAPSDRAFT_23782,202.4959287,0.253758955,0.561222062,0.452154276,0.651157845,0.982569556,0.186313723,,
THAPSDRAFT_23784,83.61763794,0.332619071,0.570504112,0.583026596,0.559875396,0.974668053,0.251908617,,
THAPSDRAFT_23786,116.5691562,0.114099198,0.542200426,0.210437309,0.833326376,0.994434124,0.079184872,,
THAPSDRAFT_23788,993.5009173,-0.334191462,0.728348906,-0.458834302,0.64635316,0.982569556,0.189530124,,
THAPSDRAFT_23791,106.8606782,0.587240515,0.574990549,1.021304638,0.30711013,0.955754899,0.512705859,,
THAPSDRAFT_23792,61.79041739,0.240561131,0.592234611,0.406192287,0.684601321,0.982569556,0.164562267,,
THAPSDRAFT_23794,619.0166037,0.126122779,0.701270608,0.179848945,0.857271158,0.995091298,0.066881788,,
THAPSDRAFT_23795,128.8058837,-0.01899679,0.537848657,-0.035319955,0.971824612,0.996496528,0.012412106,,
THAPSDRAFT_23796,297.7772243,0.871064673,0.661996743,1.315814137,0.188236433,0.906986467,0.725296315,,
THAPSDRAFT_23798,357.0056822,1.012006279,0.699343612,1.447080178,0.147874469,0.890926576,0.830106802,,
THAPSDRAFT_2380,77.4655642,-0.130341577,0.56636508,-0.230137029,0.817985292,0.994434124,0.087254505,,
THAPSDRAFT_23800,124.8786695,-0.72893465,0.580141231,-1.256477925,0.208942745,0.923409608,0.679972705,,
THAPSDRAFT_23801,610.6565254,-0.518120772,0.713090242,-0.726585137,0.467480136,0.97365412,0.330236838,,
THAPSDRAFT_23802,176.252699,-0.417488884,0.558650232,-0.747317124,0.454872158,0.97365412,0.342110644,,
THAPSDRAFT_23803,176.370684,-0.022874499,0.543563792,-0.042082456,0.966432966,0.995912708,0.014828264,,
THAPSDRAFT_23804,95.93864043,0.75171995,0.595998462,1.26127834,0.207208582,0.923409608,0.683592261,,
THAPSDRAFT_23806,408.2954367,-0.201224857,0.663127691,-0.30344813,0.761548371,0.990012108,0.118302506,,
THAPSDRAFT_23808,170.7748252,0.86469672,0.603625597,1.432505058,0.151999332,0.897977004,0.818158322,,
THAPSDRAFT_23810,180.7192731,-0.72667068,0.588269064,-1.235269242,0.216730317,0.927352607,0.664080334,,
THAPSDRAFT_23811,108.2259329,-0.368642179,0.55364273,-0.665848497,0.505507943,0.97365412,0.296272016,,
THAPSDRAFT_23812,168.6848056,-0.794086797,0.591917832,-1.341549035,0.179742261,0.899400879,0.745349801,,
THAPSDRAFT_23813,990.129918,0.053478338,0.723359887,0.073930472,0.941065709,0.995550825,0.026380051,,
THAPSDRAFT_23814,999.888961,0.053912343,0.723721809,0.074493186,0.940617963,0.995550825,0.026586732,,
THAPSDRAFT_23815,349.6231937,-0.830898285,0.679479242,-1.222845722,0.221387973,0.929775347,0.654845977,,
THAPSDRAFT_23816,503.6610073,-0.940704486,0.727110968,-1.293756424,0.195749569,0.915270943,0.708299186,,
THAPSDRAFT_23817,328.7567079,0.344569699,0.635936692,0.54183019,0.587935492,0.978928537,0.230670322,,
THAPSDRAFT_23818,1830.570612,-0.942108464,0.769272708,-1.224674234,0.220697986,0.929775347,0.65620163,,
THAPSDRAFT_23819,146.84073,-0.27814118,0.543851433,-0.511428606,0.609050968,0.980313229,0.215346362,,
THAPSDRAFT_23820,146.2508052,-1.147034776,0.629631144,-1.821756733,0.068491905,0.808193359,1.164360751,,
THAPSDRAFT_23821,46.41866053,-0.467597406,0.62694093,-0.745839654,0.455764283,0.97365412,0.341259713,,
THAPSDRAFT_23825,734.5576052,-0.413835666,0.718559192,-0.575924254,0.564666381,0.974668053,0.248208068,,
THAPSDRAFT_23827,182.4047728,-0.192779054,0.548646466,-0.351372087,0.725309221,0.982811506,0.139476801,,
THAPSDRAFT_23828,197.4899947,0.544752701,0.579634153,0.939821606,0.347309074,0.968014203,0.45928387,,
THAPSDRAFT_23829,429.4484574,-0.089909315,0.667892298,-0.134616487,0.892915106,0.995550825,0.04918983,,
THAPSDRAFT_23830,158.7740676,0.976688435,0.61408713,1.59047208,0.111728434,0.86855233,0.951836288,,
THAPSDRAFT_23831,171.8366899,-1.083756723,0.627017319,-1.728431879,0.083910824,0.826900481,1.076182013,,
THAPSDRAFT_23832,115.0522065,0.323516275,0.551830632,0.586260089,0.557700747,0.974668053,0.253598774,,
THAPSDRAFT_23833,123.0246199,-0.099747842,0.539296087,-0.184959328,0.853260937,0.995091298,0.068918136,,
THAPSDRAFT_23834,360.4103915,-1.303283945,0.725709248,-1.795876169,0.072514213,0.813159331,1.13957686,,
THAPSDRAFT_23835,78.25774904,0.302352448,0.574037045,0.526712431,0.598393302,0.97999877,0.223013277,,
THAPSDRAFT_23836,100.8940094,-0.346724684,0.555660397,-0.623986675,0.532636336,0.97365412,0.27356921,,
THAPSDRAFT_23837,191.7761509,-0.540451447,0.574335215,-0.9410035,0.346703066,0.967731826,0.460042318,,
THAPSDRAFT_23841,260.005177,0.517625538,0.610432721,0.847964927,0.396457504,0.969441629,0.401803358,,
THAPSDRAFT_23847,310.4184717,-1.342334512,0.712770426,-1.88326348,0.05966467,0.784788564,1.224282757,,
THAPSDRAFT_23848,75.22384965,-0.02579344,0.568213453,-0.045393927,0.963793321,0.995550825,0.016016087,,
THAPSDRAFT_23850,309.053217,-0.356425419,0.625645978,-0.569691856,0.568886714,0.974668053,0.244974208,,
THAPSDRAFT_23851,471.1645739,1.098413337,0.734522257,1.495411917,0.134806972,0.885144834,0.870287645,,
THAPSDRAFT_23855,634.7928805,0.125812164,0.702854728,0.179001661,0.857936398,0.995091298,0.066544907,,
THAPSDRAFT_23856,319.9583997,0.372486815,0.633044597,0.588405329,0.556260262,0.974668053,0.254721964,,
THAPSDRAFT_23857,630.4780014,-0.285557305,0.705784643,-0.404595521,0.685774851,0.982569556,0.163818445,,
THAPSDRAFT_23858,138.6323467,0.12626392,0.539321775,0.234116117,0.814894834,0.994434124,0.088898435,,
THAPSDRAFT_2386,307.3845723,0.603957607,0.642669815,0.939763458,0.347338907,0.968014203,0.459246567,,
THAPSDRAFT_23860,216.9743707,-0.544604983,0.586939074,-0.927873107,0.353473396,0.968014203,0.451643268,,
THAPSDRAFT_23861,1077.489365,-0.873392032,0.754407331,-1.157719438,0.246978549,0.942935048,0.607340765,,
THAPSDRAFT_23862,1276.53002,-1.805333122,0.793033387,-2.276490689,0.022816657,0.729761595,1.641747981,,
THAPSDRAFT_23865,87.99993705,-1.020880604,0.623899368,-1.636290493,0.101778805,0.863533116,0.992342653,,
THAPSDRAFT_23867,673.4076776,-0.897571281,0.740005094,-1.212925814,0.225158185,0.933092254,0.647512261,,
THAPSDRAFT_2387,97.35446014,-0.543754563,0.570875902,-0.952491709,0.340847669,0.964400209,0.467439672,,
THAPSDRAFT_23872,81.61189335,-0.558884743,0.582767378,-0.959018579,0.337549385,0.963515877,0.471662678,,
THAPSDRAFT_23875,129.9520235,0.145986271,0.54045314,0.270118278,0.787069261,0.991234827,0.103987049,,
THAPSDRAFT_23878,114.5297016,0.031237677,0.541308637,0.057707702,0.953981459,0.995550825,0.020460066,,
THAPSDRAFT_23881,1228.830379,-1.418499399,0.783068853,-1.811461908,0.07006938,0.808193359,1.154471723,,
THAPSDRAFT_23886,188.1691816,-0.744724671,0.592901633,-1.256067835,0.209091377,0.923409608,0.679663878,,
THAPSDRAFT_23887,390.9853552,-1.46793968,0.747153932,-1.9647085,0.049447986,0.755922228,1.305851396,,
THAPSDRAFT_23888,1963.084595,-0.937914098,0.770305819,-1.217586672,0.223381082,0.931394876,0.65095361,,
THAPSDRAFT_23889,124.3561646,0.781879559,0.590184741,1.324804768,0.185235913,0.906986467,0.73227481,,
THAPSDRAFT_23890,285.9955817,1.014441625,0.670938021,1.511975165,0.130540181,0.884486644,0.884255791,,
THAPSDRAFT_23894,7901.976343,-0.849974893,0.771177452,-1.102178092,0.270384254,0.942935048,0.568018603,,
THAPSDRAFT_23895,173.7244496,-0.19434944,0.545790015,-0.356088302,0.721774437,0.982569556,0.141598503,,
THAPSDRAFT_23896,116.9231111,0.63360237,0.576197535,1.099627005,0.271494671,0.942935048,0.566238691,,
THAPSDRAFT_23897,332.2625472,-1.080942349,0.695742726,-1.553652389,0.120267355,0.873799354,0.919852238,,
THAPSDRAFT_23898,477.9571375,-0.550873327,0.696954637,-0.790400547,0.429293883,0.97365412,0.3672453,,
THAPSDRAFT_23899,552.8438872,-1.312497632,0.758148288,-1.731188546,0.083418142,0.826900481,1.078739489,,
THAPSDRAFT_2390,90.56189653,0.295652118,0.562765272,0.52535601,0.599335728,0.97999877,0.222329832,,
THAPSDRAFT_23900,730.360711,-1.563874989,0.780826802,-2.002844914,0.045193937,0.739314917,1.344919822,,
THAPSDRAFT_23901,99.89956462,0.224960338,0.553188502,0.40666127,0.68425679,0.982569556,0.164780884,,
THAPSDRAFT_23902,242.6950955,0.773153694,0.624490145,1.238055876,0.215695343,0.927352607,0.666159231,,
THAPSDRAFT_23903,86.14588743,0.712201442,0.598269619,1.190435582,0.233875235,0.942302876,0.631015763,,
THAPSDRAFT_23904,96.91623023,-0.272244268,0.554306086,-0.491144289,0.623324399,0.982268126,0.205285873,,
THAPSDRAFT_23906,359.3485267,-0.450324963,0.654983402,-0.687536451,0.491744739,0.97365412,0.308260278,,
THAPSDRAFT_23907,114.1588917,-0.22020906,0.54452498,-0.4044058,0.685914336,0.982569556,0.16373012,,
THAPSDRAFT_23908,281.0233577,0.009014855,0.60017821,0.015020297,0.988015987,0.998179018,0.005236028,,
THAPSDRAFT_23911,26.52976459,0.649397115,0.706300808,0.919434195,0.35786851,0.968014203,0.446276514,,
THAPSDRAFT_23915,146.5373401,-0.347159375,0.547584769,-0.633982892,0.526091987,0.97365412,0.278938313,,
THAPSDRAFT_23916,246.0660948,0.068017519,0.579701328,0.117332004,0.906596964,0.995550825,0.042585739,,
THAPSDRAFT_23918,571.6372084,1.634841216,0.778434424,2.10016562,0.035714275,0.729761595,1.447158167,,
THAPSDRAFT_2392,88.13477702,-1.450195697,0.673699203,-2.152586334,0.031351204,0.729761595,1.503745782,,
THAPSDRAFT_23922,269.814785,-0.893387771,0.649121588,-1.376302664,0.168727948,0.899400879,0.772812974,,
THAPSDRAFT_23927,1308.200558,-0.697373526,0.750758457,-0.928892001,0.352945059,0.968014203,0.452292894,,
THAPSDRAFT_23929,68.24588108,0.908913172,0.63397083,1.433682954,0.151662759,0.897977004,0.819121048,,
THAPSDRAFT_23931,124.2550347,0.558297974,0.567693235,0.98345011,0.325385958,0.961003642,0.487601193,,
THAPSDRAFT_23932,289.113756,-0.168526259,0.606988519,-0.27764324,0.781286236,0.991234827,0.107189827,,
THAPSDRAFT_23933,6384.419873,-1.146925004,0.781378075,-1.467823376,0.142152206,0.890926576,0.847246396,,
THAPSDRAFT_23934,285.5742067,-0.231241891,0.606984782,-0.380968186,0.703226855,0.982569556,0.152904552,,
THAPSDRAFT_23935,58.40256309,0.038124852,0.592455881,0.064350533,0.948691117,0.995550825,0.022875166,,
THAPSDRAFT_23937,125.9573893,0.474823568,0.560203084,0.847591849,0.396665315,0.969441629,0.401575773,,
THAPSDRAFT_23938,69.77968576,0.105853142,0.576566203,0.183592347,0.854333267,0.995091298,0.068372682,,
THAPSDRAFT_23939,1301.694529,-1.224678716,0.775792165,-1.578617021,0.114423928,0.87062648,0.941483147,,
THAPSDRAFT_23940,64.74004179,0.823353818,0.62965464,1.307627651,0.190999633,0.91185436,0.718967466,,
THAPSDRAFT_23941,130.8621933,-0.192208089,0.540312428,-0.355735087,0.722038966,0.982569556,0.141439365,,
THAPSDRAFT_23942,243.2513104,-0.237115054,0.582073387,-0.407362816,0.683741533,0.982569556,0.165108039,,
THAPSDRAFT_23944,97.48930011,-0.161550872,0.550379202,-0.293526483,0.76911976,0.99086597,0.114006031,,
THAPSDRAFT_23946,109.8440126,0.346380546,0.555022664,0.624083607,0.532572679,0.97365412,0.273621116,,
THAPSDRAFT_23947,613.5724398,-0.778927258,0.728041967,-1.069893349,0.284667317,0.942935048,0.545662391,,
THAPSDRAFT_23948,134.7388425,-0.45887515,0.554785468,-0.82712179,0.408168035,0.969441629,0.38916101,,
THAPSDRAFT_23949,1706.265012,-1.038306144,0.772218218,-1.344576078,0.178762173,0.899400879,0.747724375,,
THAPSDRAFT_23950,203.8611834,-0.606512412,0.585827544,-1.035308801,0.300524721,0.953427823,0.522119797,,
THAPSDRAFT_23951,89.93826165,-0.382437968,0.564334712,-0.677679327,0.497975037,0.97365412,0.302792428,,
THAPSDRAFT_23952,48.66037507,-0.610607793,0.630347565,-0.968684304,0.332702726,0.962512736,0.47794364,,
THAPSDRAFT_23953,98.09607999,1.564501319,0.687020197,2.277227548,0.022772641,0.729761595,1.642586603,,
THAPSDRAFT_23954,75.71264455,-0.671103775,0.597242962,-1.123669624,0.261153207,0.942935048,0.583104636,,
THAPSDRAFT_23957,842.3115982,0.417590433,0.725006724,0.575981462,0.564627712,0.974668053,0.24823781,,
THAPSDRAFT_23958,82.58948315,0.911053558,0.621198661,1.466605799,0.142483322,0.890926576,0.846235969,,
THAPSDRAFT_23960,682.3408258,0.062887959,0.706486247,0.089015122,0.929069892,0.995550825,0.031951614,,
THAPSDRAFT_23962,2898.317789,-0.858421396,0.771741576,-1.112317158,0.266001809,0.942935048,0.575115409,,
THAPSDRAFT_23966,971.0837719,-0.892486149,0.752635061,-1.185815272,0.235695259,0.942302876,0.627649153,,
THAPSDRAFT_23967,172.4940348,0.188530567,0.54649787,0.344979509,0.730109776,0.986260485,0.136611837,,
THAPSDRAFT_23969,809.8994398,-1.214219065,0.765468349,-1.586243334,0.112684121,0.86855233,0.948137278,,
THAPSDRAFT_23971,1057.061109,-0.576728583,0.739388764,-0.780007232,0.435386618,0.97365412,0.361124923,,
THAPSDRAFT_23973,220.2779501,-0.086678556,0.564420532,-0.153570877,0.877948101,0.995550825,0.056531156,,
THAPSDRAFT_23975,117.2265011,-0.544114217,0.563679709,-0.9652897,0.33439973,0.962512736,0.475734083,,
THAPSDRAFT_23976,94.20257578,-0.009318988,0.551098548,-0.01690984,0.986508543,0.998152064,0.00589915,,
THAPSDRAFT_23979,247.8021594,-0.22401571,0.584284946,-0.383401475,0.70142211,0.982569556,0.154020548,,
THAPSDRAFT_23981,50.46385971,-0.242685758,0.609577443,-0.39812129,0.690540781,0.982569556,0.160810668,,
THAPSDRAFT_23982,51.13805957,0.478424079,0.623727007,0.767040827,0.443057242,0.97365412,0.353540161,,
THAPSDRAFT_23983,53.935989,-0.238949774,0.602455249,-0.396626595,0.691642838,0.982569556,0.160118116,,
THAPSDRAFT_23984,78.409444,0.364308412,0.577348191,0.631002951,0.528038595,0.97365412,0.277334333,,
THAPSDRAFT_23986,135.1939274,0.748590446,0.585830711,1.277827249,0.201310344,0.918561253,0.696133909,,
THAPSDRAFT_23987,160.5606972,-0.559122724,0.565956428,-0.987925389,0.32318919,0.961003642,0.490543173,,
THAPSDRAFT_23988,3290.011054,-1.064932714,0.779826252,-1.365602544,0.172063748,0.899400879,0.764310622,,
THAPSDRAFT_23989,135.1265074,0.064630663,0.538042403,0.120121877,0.904386603,0.995550825,0.04364588,,
THAPSDRAFT_2399,34.60330794,-0.040831079,0.651601666,-0.062662638,0.950035149,0.995550825,0.022260326,,
THAPSDRAFT_23990,100.6748945,0.879869218,0.607331147,1.448747068,0.147408231,0.890926576,0.831478267,,
THAPSDRAFT_23991,56.98674337,-0.333259051,0.599924845,-0.555501333,0.578551799,0.975713582,0.237657752,,
THAPSDRAFT_23992,903.7143506,-0.735055796,0.741993501,-0.990649912,0.321856557,0.960279894,0.492337639,,
THAPSDRAFT_23993,69.72912078,0.426774523,0.591044766,0.722068019,0.470252659,0.97365412,0.32766874,,
THAPSDRAFT_23994,164.0833915,0.660077929,0.579637254,1.138777614,0.254795921,0.942935048,0.593807529,,
THAPSDRAFT_23996,76.03288949,-0.959478284,0.625219254,-1.534626898,0.124875502,0.879258059,0.903522755,,
THAPSDRAFT_240,283.0122473,0.368180628,0.613003251,0.600617741,0.548094619,0.97365412,0.261144462,,
THAPSDRAFT_2400,98.12978998,0.137308339,0.551025798,0.24918677,0.803216313,0.993005544,0.09516748,,
THAPSDRAFT_24000,1387.671867,-1.356216247,0.782243299,-1.733752463,0.082962013,0.826900481,1.081120716,,
THAPSDRAFT_24002,47.59851029,0.153280326,0.616713412,0.248543851,0.803713646,0.993005544,0.094898658,,
THAPSDRAFT_24003,142.171896,-1.323445876,0.650860098,-2.033379955,0.042014151,0.729761595,1.376604409,,
THAPSDRAFT_24004,73.57205999,-0.204674383,0.572212286,-0.357689598,0.720575618,0.982569556,0.142320437,,
THAPSDRAFT_24007,268.6349352,-0.217155362,0.596476609,-0.3640635,0.715810592,0.982569556,0.145201879,,
THAPSDRAFT_24008,401.1489182,-0.658141261,0.684166249,-0.961961016,0.336069187,0.962512736,0.473571305,,
THAPSDRAFT_24011,1836.385585,-1.289368388,0.783364547,-1.645936611,0.09977681,0.863533116,1.000970383,,
THAPSDRAFT_24013,406.4245321,-1.098327468,0.72069415,-1.523985546,0.127512322,0.881292757,0.894447846,,
THAPSDRAFT_24014,49.97506481,-0.710630865,0.63483442,-1.119395614,0.262971401,0.942935048,0.580091479,,
THAPSDRAFT_24015,279.169308,-1.509334009,0.717448156,-2.103753417,0.035399962,0.729761595,1.450997202,,
THAPSDRAFT_24016,1043.711952,-1.733060381,0.791210151,-2.190391995,0.02849582,0.729761595,1.54521884,,
THAPSDRAFT_24017,465.0462101,-0.193875611,0.679232673,-0.285433282,0.775312212,0.99086597,0.110523375,,
THAPSDRAFT_24018,272.9498143,-0.434905911,0.610309428,-0.712599037,0.476093908,0.97365412,0.322307376,,
THAPSDRAFT_24019,166.3756711,0.464246137,0.562002387,0.826057233,0.408771627,0.969441629,0.388519257,,
THAPSDRAFT_24021,113.0464619,-0.328783962,0.549729984,-0.598082644,0.549784791,0.97365412,0.259807279,,
THAPSDRAFT_24022,325.8239385,0.773417545,0.665677655,1.161849942,0.245296424,0.942935048,0.610308784,,
THAPSDRAFT_24023,50.81781463,0.897045344,0.656976325,1.365415023,0.172122645,0.899400879,0.764161989,,
THAPSDRAFT_24025,183.6520425,-1.127483249,0.63588876,-1.773082527,0.076215033,0.817012841,1.117959359,,
THAPSDRAFT_24026,404.9918574,-0.751899087,0.69222815,-1.086201258,0.277389961,0.942935048,0.556909261,,
THAPSDRAFT_24028,142.020201,0.215479411,0.542599019,0.397124587,0.69127559,0.982569556,0.160348778,,
THAPSDRAFT_24029,100.5063445,-0.311716862,0.554064221,-0.562600599,0.573706884,0.975713582,0.241309939,,
THAPSDRAFT_24030,232.3966926,-0.750378614,0.614720239,-1.220683112,0.222206024,0.929775347,0.653244171,,
THAPSDRAFT_24031,203.8948934,1.231876269,0.657959817,1.872266722,0.061169712,0.789511602,1.213463562,,
